Date,1_ALEX,2_ORPY,3_COBY,4_CRTZ,5_LMET,6_LLYN,7_LBAY,8_SOMO,9 OYNG,10^OGLD,11^OBVW,ADAWE BIKE ,ADAWE PED
,Ottawa approach to the NCC Alexandra Bridge Bikeway - not operational for most of 2010 due to bridge construction,NCC Ottawa River Pathway approximately 100m east of the Prince of Wales Bridge,NCC Eastern Canal Pathway approximately 100m north of the Corktown Bridge,NCC Western Canal Pathway approximately 200m north of The Ritz,Laurier Segregated Bike lane just west of Metcalfe,Laurier Segregated Bike lane just east of Lyon,Laurier Segregated Bike lane just west of Bay - stopped working in 2013,Somerset bridge over O-Train - 2012-13 westbound direction only,O-Train Pathway just north of Young Street,O-Train Pathway just north of Galdstone Avenue,O-Train Pathway just north of Bayview Station,Adawe Crossing Bikes,Adawe Crossing Pedestrians
2015-12-24,419,592,377,376,523,367,,180,268,297,255,,
2015-12-25,173,258,120,154,103,76,,60,107,118,118,,
2015-12-26,225,180,183,141,131,70,,94,111,110,104,,
2015-12-27,53,15,25,15,53,25,,24,20,16,6,,
2015-12-28,46,13,39,38,61,41,,50,10,15,10,,
2015-12-29,4,1,6,1,19,15,,0,5,2,9,,
2015-12-30,2,0,34,0,37,18,,0,12,14,6,,
2015-12-31,1,0,16,18,112,81,,6,10,14,11,,
2016-01-01,0,0,9,6,31,23,,4,1,1,1,44,701
2016-01-02,0,1,23,18,61,39,,8,20,15,13,63,466
2016-01-03,1,3,11,14,29,22,,4,20,18,4,66,530
2016-01-04,1,4,54,43,187,99,,16,43,50,4,69,417
2016-01-05,2,8,64,45,245,128,,70,57,55,4,68,507
2016-01-06,3,5,114,56,297,173,,90,59,63,10,116,738
2016-01-07,2,5,118,70,309,172,,112,67,63,8,133,710
2016-01-08,5,6,95,62,283,183,,108,74,76,15,126,666
2016-01-09,3,3,32,10,42,21,,30,17,20,8,71,520
2016-01-10,2,0,9,10,24,14,,14,7,4,0,35,275
2016-01-11,1,1,78,39,244,152,,86,65,59,5,108,586
2016-01-12,0,7,70,43,203,145,,34,49,53,2,87,570
2016-01-13,0,0,76,49,202,112,,12,54,41,5,80,483
2016-01-14,4,0,83,23,192,109,,2,43,46,2,84,624
2016-01-15,3,1,79,51,225,147,,40,47,54,3,90,472
2016-01-16,0,3,19,13,51,23,,6,7,8,0,42,461
2016-01-17,2,4,15,4,47,14,,10,4,11,6,40,549
2016-01-18,3,1,68,39,212,120,,52,44,42,0,99,500
2016-01-19,0,0,74,29,218,138,,56,58,49,1,101,411
2016-01-20,0,0,90,35,249,166,,62,52,49,8,104,605
2016-01-21,0,2,87,41,264,184,,98,44,48,4,98,585
2016-01-22,0,1,65,48,249,174,,92,47,48,4,97,633
2016-01-23,0,4,35,21,134,87,,26,57,66,3,76,648
2016-01-24,0,2,25,23,37,21,,24,15,18,4,43,534
2016-01-25,2,3,114,59,261,189,,76,78,79,4,109,750
2016-01-26,0,1,79,32,310,200,,104,71,64,6,121,688
2016-01-27,0,0,79,22,270,183,,72,59,58,3,122,668
2016-01-28,0,1,80,38,270,178,,90,65,64,4,88,595
2016-01-29,1,1,49,34,237,155,,42,61,50,3,96,574
2016-01-30,0,1,15,18,54,32,,12,18,16,1,43,487
2016-01-31,1,0,22,13,53,36,,22,23,27,5,59,686
2016-02-01,12,2,105,53,333,212,,136,88,90,9,132,922
2016-02-02,13,0,127,81,346,224,,132,79,91,7,159,814
2016-02-03,11,0,52,17,149,93,,36,53,46,2,69,465
2016-02-04,23,1,89,44,283,197,,104,67,71,2,149,695
2016-02-05,11,1,100,42,275,176,,106,72,70,10,96,784
2016-02-06,10,0,40,31,66,32,,64,28,30,5,69,704
2016-02-07,7,0,27,19,58,37,,52,20,14,0,74,558
2016-02-08,10,0,127,60,295,212,,108,68,65,0,113,586
2016-02-09,17,0,79,38,260,161,,90,51,49,0,89,579
2016-02-10,2,1,84,57,226,136,,78,62,62,0,110,596
2016-02-11,1,0,77,38,211,140,,44,47,42,0,89,451
2016-02-12,2,0,59,26,185,104,,36,51,47,0,89,432
2016-02-13,0,0,16,5,19,18,,2,3,7,2,51,187
2016-02-14,0,0,9,7,22,12,,4,4,10,0,40,246
2016-02-15,4,0,33,14,99,72,,28,29,34,0,72,538
2016-02-16,14,2,21,9,53,36,,2,20,16,0,53,163
2016-02-17,0,0,24,10,94,48,,2,9,6,2,78,297
2016-02-18,0,0,58,15,79,53,,4,31,25,0,99,539
2016-02-19,2,0,45,9,157,96,,10,47,42,0,75,378
2016-02-20,0,0,13,1,47,19,,6,11,11,0,56,360
2016-02-21,2,0,17,6,63,20,,30,28,22,0,88,733
2016-02-22,0,0,79,40,271,165,,80,67,68,0,133,714
2016-02-23,3,0,85,45,271,183,,86,56,64,0,107,591
2016-02-24,4,0,35,14,158,114,,10,41,44,0,77,426
2016-02-25,8,0,49,4,151,71,,12,29,42,0,90,411
2016-02-26,0,7,51,12,132,85,,52,33,37,0,103,543
2016-02-27,0,1,14,4,39,13,,34,18,25,0,54,511
2016-02-28,0,2,6,5,40,21,,12,19,23,0,56,403
2016-02-29,4,0,43,23,167,102,,68,57,53,0,97,636
2016-03-01,1,0,63,16,197,124,,70,59,66,0,105,582
2016-03-02,1,0,24,0,95,41,,24,14,26,0,49,468
2016-03-03,0,4,48,1,184,127,,82,26,45,11,98,630
2016-03-04,0,0,55,12,216,134,,74,52,60,0,94,631
2016-03-05,0,0,16,8,51,23,,32,14,22,0,52,730
2016-03-06,0,0,35,4,54,29,,40,26,33,0,89,1112
2016-03-07,0,0,89,9,263,167,,78,62,57,0,123,664
2016-03-08,1,0,113,15,322,194,,128,89,91,0,152,814
2016-03-09,1,0,118,53,298,201,,138,102,88,0,169,743
2016-03-10,6,0,131,60,354,235,,136,104,107,0,144,671
2016-03-11,27,0,141,82,419,260,,164,108,106,1,213,986
2016-03-12,67,0,151,136,204,132,,140,109,117,3,204,1364
2016-03-13,119,0,188,127,202,120,,154,155,157,6,240,1626
2016-03-14,99,1,122,42,318,207,,114,74,82,1,147,467
2016-03-15,193,0,132,64,433,296,,144,87,85,1,209,699
2016-03-16,296,0,203,82,479,338,,176,123,101,7,224,871
2016-03-17,363,1,252,150,515,362,,208,138,141,25,261,1089
2016-03-18,337,0,237,116,500,362,,204,137,113,18,274,919
2016-03-19,166,0,130,95,200,120,,128,82,76,21,197,964
2016-03-20,174,3,174,172,192,114,,120,90,93,24,246,1356
2016-03-21,405,1,260,159,575,406,,216,151,137,18,302,1058
2016-03-22,387,13,264,142,574,385,,232,133,126,12,271,932
2016-03-23,375,7,220,124,500,337,,200,131,124,7,258,935
2016-03-24,139,3,76,36,194,109,,30,57,50,1,77,360
2016-03-25,47,0,16,5,45,24,,34,26,13,0,55,521
2016-03-26,115,3,107,58,119,65,,112,45,39,10,131,1143
2016-03-27,323,42,283,232,157,90,,142,143,151,82,298,2014
2016-03-28,76,3,42,34,66,58,,54,20,17,2,75,318
2016-03-29,472,77,314,179,621,423,,270,180,204,45,386,1061
2016-03-30,630,183,444,299,848,605,,360,270,287,89,475,1228
2016-03-31,252,69,165,89,410,275,,174,76,89,11,166,550
2016-04-01,625,364,429,287,745,580,,320,256,227,93,474,1125
2016-04-02,245,202,240,196,252,141,,154,127,135,60,314,1139
2016-04-03,149,45,84,105,161,109,,104,64,51,15,138,687
2016-04-04,500,285,318,159,643,411,,218,204,183,59,365,915
2016-04-05,575,384,343,200,697,487,,288,221,226,82,420,1075
2016-04-06,316,105,192,97,432,311,,88,140,146,35,218,709
2016-04-07,159,14,83,22,253,148,,110,57,46,5,100,619
2016-04-08,285,63,162,77,405,289,,140,116,110,20,177,685
2016-04-09,174,43,128,73,165,87,,106,65,66,18,192,978
2016-04-10,234,242,219,169,174,133,,136,112,137,63,250,1238
2016-04-11,192,48,96,37,282,175,,108,66,72,14,157,639
2016-04-12,617,385,404,232,811,582,,290,225,225,78,479,1067
2016-04-13,759,685,528,359,980,734,,392,393,387,193,601,1530
2016-04-14,985,943,723,467,1208,873,,452,464,451,253,745,1635
2016-04-15,1101,1238,884,676,1270,913,,490,531,477,260,942,1718
2016-04-16,1031,1506,1132,979,612,440,,450,641,661,434,1094,1910
2016-04-17,1583,3103,1728,1808,750,567,,458,1061,1054,870,1709,2707
2016-04-18,1028,1160,750,505,1307,1020,,482,497,456,253,837,1196
2016-04-19,1435,1684,1051,756,1665,1275,,596,626,600,331,1189,1693
2016-04-20,1502,1933,1263,837,1809,1428,,612,791,772,477,1306,1830
2016-04-21,1599,2043,1345,914,1826,1437,,694,822,780,524,1270,1626
2016-04-22,636,633,470,291,823,633,,320,310,280,150,538,873
2016-04-23,693,1108,872,725,527,327,,364,504,481,368,837,1589
2016-04-24,825,1442,947,1028,550,422,,330,647,652,498,1074,1938
2016-04-25,1121,1420,851,531,1709,1262,,528,533,538,340,1031,1284
2016-04-26,1100,1262,839,564,1549,1106,,560,430,468,314,975,1428
2016-04-27,1213,1349,986,750,1691,1256,,530,489,505,309,996,1250
2016-04-28,1244,1437,1133,670,1797,1274,,480,512,501,306,611,675
2016-04-29,1400,1709,1134,755,1693,1237,,706,592,626,428,1116,1483
2016-04-30,1386,2180,1445,1265,832,562,,538,785,795,661,1278,1755
2016-05-01,274,891,226,252,300,277,,162,203,231,207,327,628
2016-05-02,1140,1290,1002,1506,1755,1285,,484,479,511,305,897,1020
2016-05-03,1881,2538,1681,2483,2417,1808,,666,768,815,640,1441,1731
2016-05-04,1673,2094,1478,1439,2289,1736,,728,707,742,453,1138,1391
2016-05-05,2067,2709,1885,2249,2549,1871,,744,811,845,586,1559,1694
2016-05-06,2117,2934,1918,2132,2447,1795,,776,861,960,647,1560,1732
2016-05-07,1504,2223,1755,1929,911,624,,544,816,825,576,1354,1558
2016-05-08,444,385,536,779,483,343,,288,338,317,125,509,926
2016-05-09,1450,1672,1145,1638,2127,1538,,704,576,612,364,1173,1273
2016-05-10,2085,2862,1880,3628,2642,1953,,860,837,900,655,1649,1869
2016-05-11,2564,3524,2296,1974,2977,2167,,960,1030,1102,776,1908,1860
2016-05-12,2587,3906,2585,2582,2980,2239,,992,1124,1195,922,1918,1737
2016-05-13,1163,1258,1063,1136,1560,1115,,544,429,445,324,851,1323
2016-05-14,787,999,1028,1295,713,433,,414,538,572,412,593,1131
2016-05-15,448,410,457,504,473,325,,236,266,286,211,465,824
2016-05-16,1366,1395,966,1529,2029,1469,,588,537,522,354,1132,1171
2016-05-17,1832,2193,1504,3173,2713,1916,,822,790,782,487,1486,1353
2016-05-18,2178,2734,2179,3352,2930,2171,,854,1039,1017,697,1716,1539
2016-05-19,2392,2693,2145,2417,2734,2013,,796,938,991,655,1551,1639
2016-05-20,2612,3242,2406,2328,2687,1898,,902,1179,1181,860,1709,1610
2016-05-21,2095,2680,2761,2478,1040,735,,564,1137,1045,795,1331,1526
2016-05-22,2655,3004,2620,2035,1144,774,,504,1239,1273,913,1739,1942
2016-05-23,2466,3796,3159,3924,1068,751,,486,1197,1206,1129,1922,2124
2016-05-24,2538,3641,2154,3435,3322,2389,,736,1236,1242,840,1989,1664
2016-05-25,2435,3252,2131,2039,3294,2316,,948,1236,1254,864,1889,1600
2016-05-26,2657,3153,2475,2967,3229,2377,,900,1146,1234,781,1822,1437
2016-05-27,2277,2833,2528,2618,2872,2025,,874,995,960,664,1642,1234
2016-05-28,1793,1943,2185,1950,1213,928,,680,921,902,557,1305,1089
2016-05-29,1780,2629,1718,1961,1230,989,,784,894,918,810,1328,1281
2016-05-30,2518,3328,2092,2092,3220,2316,,924,1167,1133,755,2004,1612
2016-05-31,2602,3669,2212,3619,3432,2565,,1034,1306,1270,852,2003,1629
2016-06-01,2678,3861,2595,2482,3428,2551,,1056,1338,1296,866,2128,1746
2016-06-02,1387,1541,1360,1223,2004,1391,,548,553,558,378,1059,1219
2016-06-03,2642,3641,2365,2625,3092,2254,,1046,1251,1219,861,1943,1691
2016-06-04,1988,3477,2298,2427,1406,964,,1014,1270,1279,887,1510,1502
2016-06-05,257,230,249,257,305,195,,168,131,127,66,249,728
2016-06-06,2035,2509,1722,2198,2743,2011,,808,994,1018,591,1682,1580
2016-06-07,2396,2719,1729,4060,2958,2141,,852,973,936,592,1683,1305
2016-06-08,2124,2051,1351,1484,2723,2137,,800,813,799,474,1415,1086
2016-06-09,2110,2217,1157,1027,2922,2170,,774,854,866,569,1532,1286
2016-06-10,2235,2957,1461,1469,3055,2218,,858,1063,1019,686,1785,2007
2016-06-11,443,500,504,615,507,413,,278,273,284,166,540,837
2016-06-12,504,415,375,328,552,388,,304,282,275,172,474,893
2016-06-13,2003,2557,1469,1853,2918,2133,,840,922,930,642,1626,1429
2016-06-14,2573,3844,2152,4244,3530,2527,,1052,1302,1316,916,2201,1894
2016-06-15,2929,3926,2324,2539,3523,2509,,1100,1346,1307,891,2228,1778
2016-06-16,2874,3881,2360,2145,3587,2557,,964,1272,1269,885,2065,1568
2016-06-17,2556,3295,2218,2374,3398,2437,,1008,1244,1172,760,1883,1659
2016-06-18,1601,2484,1983,2090,1410,943,,726,1092,1065,719,1363,1272
2016-06-19,1529,2078,1376,807,1075,788,,454,1077,976,720,1298,1096
2016-06-20,2146,2667,1542,1698,3056,2156,,740,918,931,598,1686,1088
2016-06-21,2354,3841,2279,2070,3741,2558,,986,1342,1313,866,2141,1862
2016-06-22,2553,3128,1974,1260,3521,2554,,938,1229,1234,761,1953,1618
2016-06-23,2529,3675,2046,1089,3688,2637,,1068,1259,1233,863,2062,1632
2016-06-24,1976,3078,2087,2455,3223,2277,,1052,1238,1196,709,1903,1546
2016-06-25,1550,2690,1718,1973,1402,1050,,680,986,965,684,1385,1244
2016-06-26,1612,2483,1275,969,1231,898,,610,977,929,647,1316,1023
2016-06-27,1575,1935,1296,1349,2525,1822,,700,760,733,490,1475,1259
2016-06-28,2297,3148,1943,2981,3275,2409,,904,1134,1092,727,2093,1614
2016-06-29,791,2838,1618,1581,4128,3073,,1046,1232,1224,682,2099,1556
2016-06-30,2488,3350,2246,2321,3366,2402,,1104,1186,1148,861,2010,1262
2016-07-01,533,3640,2476,2202,1208,901,,466,792,806,760,1163,1289
2016-07-02,1292,1477,1568,1665,1008,714,,498,555,558,365,925,1290
2016-07-03,2221,2885,1812,3035,1282,914,,554,1014,1042,799,1599,1550
2016-07-04,2499,3665,2108,2168,3286,2382,,964,1277,1254,883,2135,1898
2016-07-05,2719,3852,2226,2226,3595,2563,,944,1305,1261,878,2274,1650
2016-07-06,2419,3232,2136,2094,3402,2486,,930,1231,1212,837,2170,1512
2016-07-07,2020,3620,1907,1801,3128,2305,,812,1258,1219,945,1871,1473
2016-07-08,1833,2898,1826,1606,2597,2014,,704,990,1012,784,1478,1151
2016-07-09,221,533,330,316,459,349,,196,170,202,160,330,601
2016-07-10,998,2069,1080,1540,843,697,,400,701,690,631,917,1476
2016-07-11,2649,3888,2539,2509,3371,2392,,896,1410,1377,897,2248,1914
2016-07-12,2748,3730,2348,2386,3590,2598,,1066,1401,1365,900,2409,1644
2016-07-13,2153,3542,1829,1777,3348,2434,,912,1255,1235,889,1927,1156
2016-07-14,1665,2468,1389,1276,2495,1924,,668,844,872,684,1507,1215
2016-07-15,1745,2946,1615,1315,2526,1860,,680,990,1019,806,1502,1237
2016-07-16,1536,3332,1872,2155,1244,924,,538,963,990,929,1244,1508
2016-07-17,2036,3725,1876,2930,1278,987,,552,1186,1142,1028,1580,1586
2016-07-18,2100,2894,1915,1799,3027,2114,,828,1062,1065,807,1942,1649
2016-07-19,2837,3787,2430,2552,3552,2557,,1006,1391,1363,921,2484,1869
2016-07-20,2685,3823,2313,2387,3474,2562,,982,1439,1353,850,2348,1723
2016-07-21,2480,3110,2248,1979,3318,2379,,900,1249,1240,750,2017,1290
2016-07-22,1898,2238,1722,1604,2636,1908,,744,916,909,571,1599,1071
2016-07-23,1431,1801,1766,2103,1070,814,,542,746,718,490,1116,1434
2016-07-24,2133,2503,1728,2777,1139,812,,514,988,934,674,1379,1362
2016-07-25,1144,1233,994,1055,1781,1318,,566,538,543,299,1053,1341
2016-07-26,2747,3702,2387,2665,3338,2259,,970,1262,1273,898,2125,1657
2016-07-27,2393,3300,2328,2490,3359,2318,,918,1283,1230,788,1946,1341
2016-07-28,2259,2926,2079,2002,3112,2164,,902,1200,1187,750,1865,1502
2016-07-29,2182,3028,2181,2189,2763,1943,,864,1168,1149,800,1752,1439
2016-07-30,1709,2431,2046,2440,1140,771,,660,761,750,525,1205,1382
2016-07-31,1910,2519,1674,2865,974,595,,448,866,817,601,1310,1247
2016-08-01,1932,2822,1925,2445,1036,747,,398,845,833,738,1438,1551
2016-08-02,2381,3255,2176,2306,3014,2135,,858,1152,1164,788,1884,1366
2016-08-03,2413,3316,2173,2133,3202,2325,,866,1199,1177,762,1970,1311
2016-08-04,2226,2945,1979,2073,3055,2206,,860,1099,1064,745,1822,1096
2016-08-05,1735,2198,1558,1540,2521,1723,,782,887,918,578,1466,882
2016-08-06,1583,2231,1927,2452,1152,786,,636,877,841,535,1421,1662
2016-08-07,1755,2413,1725,2646,1069,797,,524,925,889,569,1394,1620
2016-08-08,2314,3138,2167,2330,3192,2268,,828,1219,1180,716,2007,1507
2016-08-09,2572,3439,2239,2469,3364,2343,,940,1317,1261,783,2084,1309
2016-08-10,2246,3058,2029,2030,3206,2214,,916,1116,1094,761,1836,1067
2016-08-11,2193,2762,1913,1754,2979,2046,,850,1075,1049,684,1713,939
2016-08-12,1074,1291,1048,813,1788,1260,,488,542,536,328,945,860
2016-08-13,213,155,216,212,355,242,,184,107,106,39,226,486
2016-08-14,1394,1751,1377,2135,941,662,,420,732,762,438,1146,1344
2016-08-15,2378,3601,2304,2427,3287,2266,,896,1281,1227,785,2043,1586
2016-08-16,1140,1252,925,763,1597,1212,,408,518,536,314,854,816
2016-08-17,2371,3358,2357,2312,3216,2256,,1004,1232,1220,824,2046,1733
2016-08-18,2283,3135,2065,2066,3018,2240,,970,1150,1150,814,1805,1560
2016-08-19,2117,2888,2153,2407,2847,2018,,874,1152,1109,732,1756,1417
2016-08-20,1580,2165,1960,2165,1094,765,,674,795,778,608,1069,1198
2016-08-21,360,415,435,518,443,306,,256,180,176,128,447,913
2016-08-22,2392,3198,2144,2239,2908,2203,,812,1201,1181,778,1962,1812
2016-08-23,2444,3358,2202,2508,3234,2503,,866,1343,1337,830,2122,1553
2016-08-24,2449,3319,2078,2255,3045,2335,,964,1370,1320,816,2159,1556
2016-08-25,1852,2150,1617,1979,2463,1830,,768,1007,1004,596,1636,1168
2016-08-26,2128,3020,2005,2159,2716,2002,,854,1095,1068,700,1853,1422
2016-08-27,1627,2435,1989,2557,967,718,,590,1047,1029,652,1285,1508
2016-08-28,991,1205,882,1534,797,551,,394,557,522,369,968,1178
2016-08-29,2222,3186,1994,2163,2993,2201,,826,1285,1218,761,2078,1634
2016-08-30,2269,3091,1911,1817,3036,2230,,960,1132,1144,749,1922,1431
2016-08-31,2045,2610,1761,1847,2869,2140,,892,1134,1123,636,1805,1426
2016-09-01,2196,3025,1970,1865,3013,2041,,844,1165,1122,729,1981,1397
2016-09-02,2182,2709,1939,1979,2514,1872,,728,1127,1101,693,1791,1780
2016-09-03,1574,2239,1761,2221,907,600,,488,858,844,585,1265,1480
2016-09-04,2238,2532,1763,3202,959,710,,446,927,893,627,1472,1592
2016-09-05,1960,2910,2320,2735,936,631,,404,993,950,844,1737,1793
2016-09-06,2280,3110,1883,2130,3169,2329,,888,1324,1238,792,2204,1750
2016-09-07,2245,2853,1735,1946,3082,2316,,904,1197,1116,740,2237,1623
2016-09-08,1468,1518,1125,1025,2115,1582,,580,678,652,382,1413,1199
2016-09-09,2235,3017,1998,2000,2806,2137,,910,1184,1153,753,2161,1673
2016-09-10,916,1210,1146,1319,798,559,,494,558,553,328,1066,1227
2016-09-11,998,1286,1142,1805,749,516,,392,648,665,392,1210,1808
2016-09-12,2261,3087,2210,1988,3084,2410,,928,1268,1177,756,2414,1877
2016-09-13,2543,3316,1750,2156,3246,2440,,868,1354,1354,867,2484,1772
2016-09-14,1918,2048,2002,1408,2636,2076,,842,960,884,574,1906,1561
2016-09-15,2298,2753,1721,2118,2952,2277,,864,1174,1102,787,2166,1864
2016-09-16,2073,2632,2040,2168,2824,2112,,872,1144,1088,751,2024,1686
2016-09-17,484,675,600,821,524,402,,322,338,312,198,584,821
2016-09-18,1383,1917,1515,2565,1018,803,,458,822,742,607,1465,1670
2016-09-19,2440,3131,1852,2110,2952,2276,,806,1151,1093,869,2249,1688
2016-09-20,2439,3144,1992,2171,3048,2375,,906,1274,1180,940,2283,1840
2016-09-21,2409,3125,1916,2103,3022,2369,,900,1321,1272,944,2229,1741
2016-09-22,1881,2216,1438,1422,2501,1956,,720,931,888,668,1838,1369
2016-09-23,1498,1489,1211,1301,1846,1556,,610,697,598,482,1444,1577
2016-09-24,946,1297,1181,917,818,597,,452,662,608,438,1022,1641
2016-09-25,1078,1634,1376,2295,698,500,,386,657,622,510,1114,1714
2016-09-26,1792,1993,1250,974,2438,1981,,656,868,859,603,1739,1349
2016-09-27,1920,2361,1595,1532,2704,2148,,708,974,949,731,1975,1712
2016-09-28,1974,2241,1582,1485,2665,2087,,676,1013,995,720,1894,1774
2016-09-29,1926,2334,1586,1367,2675,2025,,708,1034,999,756,1837,1959
2016-09-30,1671,1946,1313,1219,2353,1830,,700,872,820,647,1574,1528
2016-10-01,803,893,927,1226,663,,,454,,459,300,822,1080
2016-10-02,273,226,292,363,353,,,152,,121,82,395,806
2016-10-03,1812,2200,1362,1423,2464,,,676,,893,676,1839,1672
2016-10-04,2066,2725,1701,1691,2801,,,756,,1040,820,2047,1912
2016-10-05,2104,2529,1730,1628,2835,,,690,,1009,750,2081,1774
2016-10-06,2031,2560,1694,1700,2763,,,852,,965,782,2031,1582
2016-10-07,1820,2527,1662,1920,2218,,,674,,960,770,1640,1642
2016-10-08,391,223,372,453,331,,,210,,153,103,423,903
2016-10-09,634,725,697,997,384,,,216,,312,276,599,1177
2016-10-10,726,819,664,868,394,,,162,,282,282,695,1753
2016-10-11,1708,2021,1277,1314,2319,,,728,,864,699,1680,1768
2016-10-12,1882,2390,1553,1633,2603,,,756,,980,771,1877,1670
2016-10-13,1050,948,794,637,1528,,,466,,425,305,1004,1035
2016-10-14,1367,1533,1110,1001,2178,,,612,,648,484,1339,1374
2016-10-15,958,1085,1024,1234,663,,,386,,583,517,925,1640
2016-10-16,301,253,324,362,342,,,188,,160,119,356,841
2016-10-17,1643,1907,1211,1106,2142,,,592,,745,560,1568,1576
2016-10-18,1263,1322,884,817,1781,,,424,,567,417,1259,1391
2016-10-19,1897,2301,1480,1502,2505,,,690,,936,763,1867,1828
2016-10-20,935,937,747,553,1357,,,388,,417,315,937,816
2016-10-21,485,472,376,283,691,,,242,,228,170,523,631
2016-10-22,129,66,129,88,192,,,84,,142,63,197,472
2016-10-23,495,423,422,549,395,,,194,,222,172,551,1328
2016-10-24,1326,1406,847,706,1798,,,496,,517,462,1124,1031
2016-10-25,1223,1175,856,641,1720,,,512,,514,364,1011,1067
2016-10-26,1192,1154,840,652,1749,,,460,,532,392,962,1049
2016-10-27,881,740,532,377,1221,,,324,,307,256,683,740
2016-10-28,569,438,337,242,733,,,218,,208,160,506,783
2016-10-29,177,90,163,177,232,,,148,,90,36,231,646
2016-10-30,328,297,318,441,351,,,170,,174,132,432,1011
2016-10-31,1085,1107,703,561,1496,,,466,,461,350,999,1133
2016-11-01,996,942,668,565,1527,,,470,,433,306,917,1271
2016-11-02,1432,1717,1043,1098,1828,,,524,,765,616,1377,1813
2016-11-03,711,624,500,370,995,,,304,,280,207,636,1035
2016-11-04,1045,1008,675,660,1358,,,442,,433,333,971,1181
2016-11-05,341,382,380,471,451,,,220,,243,142,475,1079
2016-11-06,467,544,439,699,459,,,258,,273,231,594,1498
2016-11-07,1205,1420,890,874,1691,,,502,,628,491,1245,1633
2016-11-08,1337,1612,944,1043,1844,,,598,,720,588,1341,1565
2016-11-09,1025,1012,740,637,1582,,,478,,475,318,1032,1304
2016-11-10,1047,1014,687,726,1579,,,470,,521,360,1090,1197
2016-11-11,431,261,343,402,690,,,284,,214,121,641,963
2016-11-12,319,217,295,352,378,,,210,,212,99,365,969
2016-11-13,526,703,476,772,433,,,186,,311,262,605,1411
2016-11-14,1189,1357,813,914,1712,,,522,,581,435,1210,1689
2016-11-15,1169,1277,884,911,1735,,,562,,598,462,1257,1520
2016-11-16,896,808,573,580,1263,,,394,,383,279,905,1239
2016-11-17,1085,1110,781,784,1524,,,446,,541,400,1098,1212
2016-11-18,1027,1144,733,808,1297,,,470,,525,393,1081,1414
2016-11-19,428,486,345,486,404,,,236,,321,210,521,1112
2016-11-20,88,27,42,81,71,,,62,,39,9,129,169
2016-11-21,153,48,104,86,289,,,56,,66,31,253,842
2016-11-22,234,42,147,126,401,,,88,,74,27,302,1059
2016-11-23,406,46,218,197,526,,,162,,142,34,405,1189
2016-11-24,241,38,104,86,298,,,36,,87,23,222,900
2016-11-25,283,38,154,150,341,,,100,,88,16,260,931
2016-11-26,150,54,98,169,179,,,116,,77,22,173,889
2016-11-27,155,40,110,155,153,,,92,,54,19,200,820
2016-11-28,533,271,321,313,769,,,198,,183,104,513,1173
2016-11-29,281,86,141,161,375,,,120,,89,41,266,1003
2016-11-30,485,286,288,235,606,,,158,,159,111,393,983
2016-12-01,523,363,299,263,680,,,186,,200,138,455,970
2016-12-02,552,373,355,275,722,,,236,,197,138,460,1077
2016-12-03,280,159,147,200,242,,,130,,126,70,270,758
2016-12-04,268,219,177,300,201,,,126,,127,86,269,1088
2016-12-05,62,27,85,79,285,,,38,,59,18,199,993
2016-12-06,49,25,165,144,408,,,96,,80,9,250,1195
2016-12-07,58,25,156,133,363,,,100,,93,11,241,1130
2016-12-08,94,29,196,149,409,,,112,,95,13,262,892
2016-12-09,99,21,116,99,325,,,86,,77,8,205,798
2016-12-10,44,15,36,61,106,,,30,,35,2,118,683
2016-12-11,36,15,40,72,72,,,26,,26,10,96,645
2016-12-12,24,8,61,41,184,,,4,,48,3,140,870
2016-12-13,7,3,134,106,299,,,82,,78,2,176,885
2016-12-14,6,11,139,99,319,,,72,,87,4,175,839
2016-12-15,7,1,87,71,232,,,24,,67,0,130,636
2016-12-16,3,5,68,55,184,,,6,,57,2,108,563
2016-12-17,0,5,16,21,55,,,2,,12,0,60,490
2016-12-18,1,9,26,33,36,,,2,,9,3,79,538
2016-12-19,0,5,77,60,198,,,2,,59,4,97,537
2016-12-20,0,10,104,72,291,,,22,,89,0,136,731
2016-12-21,0,11,84,95,281,,,62,,99,5,160,799
2016-12-22,0,9,66,43,214,,,36,,54,2,147,683
2016-12-23,0,8,78,75,251,,,72,,52,0,137,564
2016-12-24,0,7,20,28,44,,,14,,16,2,71,468
2016-12-25,0,15,12,10,25,,,16,,6,3,41,794
2016-12-26,0,5,4,9,33,,,0,,6,1,28,179
2016-12-27,0,4,15,11,65,,,10,,21,0,56,366
2016-12-28,3,9,35,34,129,,,48,,40,2,87,559
2016-12-29,0,12,27,20,102,,,2,,19,8,47,407
2016-12-30,23,17,22,38,106,,,20,,31,6,74,350
2016-12-31,4,5,20,17,44,,,0,,11,2,49,363
2017-01-01,10,10,15,26,41,,,6,,12,2,63,612
2017-01-02,6,19,22,14,50,,,12,,29,7,87,727
2017-01-03,3,2,57,42,151,,,8,,38,0,87,348
2017-01-04,6,1,41,45,154,,,8,,34,0,107,523
2017-01-05,2,5,36,41,165,,,2,,58,3,120,595
2017-01-06,5,5,28,34,173,,,8,,40,4,98,659
2017-01-07,0,17,7,8,48,,,2,,18,3,62,513
2017-01-08,0,8,6,13,43,,,2,,17,0,38,491
2017-01-09,5,6,44,47,206,,,6,,44,0,115,819
